epoch,epoch_loss,split,loss,acc,sample_fn
10,0.082438014,test,0.069836184,0.9767577961708888,gumbel_soft
11,0.06153704,train,0.05310037,0.9829211570007683,gumbel_soft
11,0.06153704,val,0.047837652,0.9833612195575385,gumbel_soft
11,0.06153704,test,0.05580101,0.982024914304824,gumbel_soft
12,0.04679424,train,0.04287019,0.9866276293112398,gumbel_soft
12,0.04679424,val,0.04556056,0.9860568878973787,gumbel_soft
12,0.04679424,test,0.042448822,0.9874592425382493,gumbel_soft
13,0.03764403,train,0.034463193,0.9890466994746568,gumbel_soft
13,0.03764403,val,0.033935305,0.9893102807213237,gumbel_soft
13,0.03764403,test,0.03113141,0.9905526293788145,gumbel_soft
14,0.030861612,train,0.026165966,0.9918706783778733,gumbel_soft
14,0.030861612,val,0.026811024,0.9922848113032162,gumbel_soft
14,0.030861612,test,0.030068714,0.9913886798762646,gumbel_soft
15,0.024311831,train,0.022039194,0.9931996096264457,gumbel_soft
15,0.024311831,val,0.025351444,0.992749581706637,gumbel_soft
15,0.024311831,test,0.020242032,0.9934788061198896,gumbel_soft
16,0.02057823,train,0.018888755,0.9946219813534334,gumbel_soft
16,0.02057823,val,0.019285334,0.9935861684327942,gumbel_soft
16,0.02057823,test,0.020341275,0.9939804364183596,gumbel_soft
17,0.018500468,train,0.015933609,0.9950891837455097,gumbel_soft
17,0.018500468,val,0.01592645,0.9947016174010039,gumbel_soft
17,0.018500468,test,0.015561379,0.9954017222640248,gumbel_soft
18,0.014033986,train,0.0134868985,0.9963246745156669,gumbel_soft
18,0.014033986,val,0.012910512,0.9963747908533185,gumbel_soft
18,0.014033986,test,0.016417935,0.9950673020650447,gumbel_soft
19,0.012990708,train,0.011046002,0.9969268464876763,gumbel_soft
19,0.012990708,val,0.008169507,0.9970254694181074,gumbel_soft
19,0.012990708,test,0.012566681,0.9959033525624947,gumbel_soft
20,0.01088353,train,0.0108049465,0.9970825806183683,gumbel_soft
20,0.01088353,val,0.010151416,0.9965606990146867,gumbel_soft
20,0.01088353,test,0.013082436,0.9968230081096898,gumbel_soft
21,0.010090449,train,0.009172604,0.9976432234888598,gumbel_soft
21,0.010090449,val,0.00802215,0.9977691020635806,gumbel_soft
21,0.010090449,test,0.010042363,0.9980770838558649,gumbel_soft
22,0.0084011275,train,0.007928801,0.9980896613301771,gumbel_soft
22,0.0084011275,val,0.0078070504,0.9975831939022123,gumbel_soft
22,0.0084011275,test,0.009355395,0.9975754535573949,gumbel_soft
23,0.0070738937,train,0.006698801,0.9983596004900434,gumbel_soft
23,0.0070738937,val,0.005626179,0.998698642870422,gumbel_soft
23,0.0070738937,test,0.008606481,0.9984115040548449,gumbel_soft
24,0.007370529,train,0.0064185234,0.9984530409684587,gumbel_soft
24,0.007370529,val,0.0076409457,0.9985127347090538,gumbel_soft
24,0.007370529,test,0.007006097,0.9984951091045899,gumbel_soft
25,0.006997479,train,0.006485978,0.9985153346207355,gumbel_soft
25,0.006997479,val,0.008427599,0.998698642870422,gumbel_soft
25,0.006997479,test,0.0043576118,0.9987459242538249,gumbel_soft
26,0.0059204106,train,0.0057153027,0.9988683319836376,gumbel_soft
26,0.0059204106,val,0.006993271,0.9981409183863171,gumbel_soft
26,0.0059204106,test,0.006308432,0.9984951091045899,gumbel_soft
27,0.0059509147,train,0.004947515,0.9989306256359144,gumbel_soft
27,0.0059509147,val,0.0059697414,0.9987915969511062,gumbel_soft
27,0.0059509147,test,0.006855505,0.9987459242538249,gumbel_soft
28,0.005002577,train,0.005432678,0.9989202433605349,gumbel_soft
28,0.005002577,val,0.003858668,0.9992563673545268,gumbel_soft
28,0.005002577,test,0.005793151,0.9988295293035699,gumbel_soft
29,0.0053888946,train,0.004250159,0.9991694179696422,gumbel_soft
29,0.0053888946,val,0.0032347664,0.9996281836772635,gumbel_soft
29,0.0053888946,test,0.0075982064,0.9982442939553549,gumbel_soft
30,0.0056657637,train,0.0056299176,0.9988683319836376,gumbel_soft
30,0.0056657637,val,0.004238981,0.9992563673545268,gumbel_soft
30,0.0056657637,test,0.0048236502,0.999581974751275,gumbel_soft
31,0.005305222,train,0.0041473364,0.9993147698249548,gumbel_soft
31,0.005305222,val,0.0025626766,0.9997211377579476,gumbel_soft
31,0.005305222,test,0.0047079925,0.9991639495025499,gumbel_soft
32,0.004123897,train,0.0039315135,0.999252476172678,gumbel_soft
32,0.004123897,val,0.003225627,0.9995352295965793,gumbel_soft
32,0.004123897,test,0.005305364,0.999247554552295,gumbel_soft
33,0.0039248806,train,0.003915409,0.9992836229988165,gumbel_soft
33,0.0039248806,val,0.0035790724,0.9995352295965793,gumbel_soft
33,0.0039248806,test,0.0034462987,0.9991639495025499,gumbel_soft
34,0.0033665574,train,0.004099013,0.999231711621919,gumbel_soft
34,0.0033665574,val,0.0027753713,0.9996281836772635,gumbel_soft
34,0.0033665574,test,0.0039033594,0.99933115960204,gumbel_soft
35,0.0042751934,train,0.003941594,0.9992940052741959,gumbel_soft
35,0.0042751934,val,0.0036396233,0.9990704591931586,gumbel_soft
35,0.0042751934,test,0.0038260024,0.999247554552295,gumbel_soft
36,0.004304184,train,0.0031868585,0.9994185925787495,gumbel_soft
36,0.004304184,val,0.0020710775,0.9996281836772635,gumbel_soft
36,0.004304184,test,0.002479356,0.999581974751275,gumbel_soft
37,0.003355558,train,0.003202226,0.9995639444340622,gumbel_soft
37,0.003355558,val,0.001169661,1.0,gumbel_soft
37,0.003355558,test,0.0030027586,0.99933115960204,gumbel_soft
38,0.0030210852,train,0.0028021492,0.9995224153325443,gumbel_soft
38,0.0030210852,val,0.0011143435,0.9998140918386317,gumbel_soft
38,0.0030210852,test,0.0027987405,0.999581974751275,gumbel_soft
39,0.0032649883,train,0.002499236,0.9995743267094417,gumbel_soft
39,0.0032649883,val,0.0017321575,0.9997211377579476,gumbel_soft
39,0.0032649883,test,0.0041263686,0.9990803444528049,gumbel_soft
40,0.0039314055,train,0.0048947693,0.9991590356942628,gumbel_soft
40,0.0039314055,val,0.0046354095,0.9995352295965793,gumbel_soft
40,0.0039314055,test,0.0050585517,0.9984951091045899,gumbel_soft
41,0.003568321,train,0.0021210683,0.9996885317386158,gumbel_soft
41,0.003568321,val,0.0016227338,0.9996281836772635,gumbel_soft
41,0.003568321,test,0.0015221022,0.99966557980102,gumbel_soft
42,0.0017166717,train,0.0026946578,0.9996677671878569,gumbel_soft
42,0.0017166717,val,0.0023816088,0.9998140918386317,gumbel_soft
42,0.0017166717,test,0.0024122042,0.999581974751275,gumbel_soft
43,0.0025222497,train,0.0020984707,0.9997300608401337,gumbel_soft
43,0.0025222497,val,0.0013688082,0.9999070459193159,gumbel_soft
43,0.0025222497,test,0.0025375888,0.999749184850765,gumbel_soft
44,0.0019534256,train,0.0017838227,0.9997404431155132,gumbel_soft
44,0.0019534256,val,0.0015953225,0.9997211377579476,gumbel_soft
44,0.0019534256,test,0.0017999129,0.999581974751275,gumbel_soft
45,0.0015326536,train,0.0017019213,0.9997923544924106,gumbel_soft
45,0.0015326536,val,0.001959892,0.9997211377579476,gumbel_soft
45,0.0015326536,test,0.0016340519,0.9998327899005099,gumbel_soft
46,0.0014681743,train,0.0015869909,0.9997819722170311,gumbel_soft
46,0.0014681743,val,0.0007637199,0.9999070459193159,gumbel_soft
46,0.0014681743,test,0.0009935695,0.9998327899005099,gumbel_soft
47,0.0017729028,train,0.0022297867,0.9996885317386158,gumbel_soft
47,0.0017729028,val,0.0042361426,0.9996281836772635,gumbel_soft
47,0.0017729028,test,0.001956949,0.999749184850765,gumbel_soft
48,0.0016990225,train,0.0014307857,0.9998338835939284,gumbel_soft
48,0.0016990225,val,0.0010011565,0.9999070459193159,gumbel_soft
48,0.0016990225,test,0.0011189122,0.999916394950255,gumbel_soft
49,0.0012457031,train,0.0017205772,0.9997404431155132,gumbel_soft
49,0.0012457031,val,0.0027954201,0.9997211377579476,gumbel_soft
49,0.0012457031,test,0.0034208493,0.9994147646517849,gumbel_soft
50,0.0016863741,train,0.00103317,0.9998961772462053,gumbel_soft
50,0.0016863741,val,0.0022185592,0.9998140918386317,gumbel_soft
50,0.0016863741,test,0.00049052486,1.0,gumbel_soft
51,0.0027162593,train,0.0017441419,0.9998754126954463,gumbel_soft
51,0.0027162593,val,0.0016690037,0.9998140918386317,gumbel_soft
51,0.0027162593,test,0.0020972136,0.999749184850765,gumbel_soft
52,0.0016928129,train,0.0018281904,0.999823501318549,gumbel_soft
52,0.0016928129,val,0.0019420575,0.9998140918386317,gumbel_soft
52,0.0016928129,test,0.0018266952,0.9998327899005099,gumbel_soft
53,0.0013278119,train,0.0012760301,0.9999169417969642,gumbel_soft
53,0.0013278119,val,0.0015185536,0.9999070459193159,gumbel_soft
53,0.0013278119,test,0.00035870087,1.0,gumbel_soft
54,0.0009929949,train,0.0011095075,0.9999065595215848,gumbel_soft
54,0.0009929949,val,0.0019107646,0.9998140918386317,gumbel_soft
54,0.0009929949,test,0.0016778607,0.999749184850765,gumbel_soft
55,0.00087070925,train,0.0008847419,0.9999169417969642,gumbel_soft
55,0.00087070925,val,0.00055342575,1.0,gumbel_soft
55,0.00087070925,test,0.00028236015,1.0,gumbel_soft
56,0.00069114217,train,0.001155198,0.9998650304200669,gumbel_soft
56,0.00069114217,val,0.00076758186,0.9999070459193159,gumbel_soft
56,0.00069114217,test,0.0014851582,0.9998327899005099,gumbel_soft
57,0.0007361437,train,0.000539815,0.999979235449241,gumbel_soft
57,0.0007361437,val,0.0003392215,1.0,gumbel_soft
57,0.0007361437,test,0.0010361564,0.999916394950255,gumbel_soft
58,0.00076542085,train,0.00065486424,0.9999377063477232,gumbel_soft
58,0.00076542085,val,0.0015879427,0.9999070459193159,gumbel_soft
58,0.00076542085,test,0.0006002699,0.999916394950255,gumbel_soft
59,0.0007534853,train,0.0005865174,0.9999584708984821,gumbel_soft
59,0.0007534853,val,0.0010631818,0.9999070459193159,gumbel_soft
59,0.0007534853,test,0.0002770729,1.0,gumbel_soft
60,0.0008391116,train,0.0004025097,0.9999896177246206,gumbel_soft
60,0.0008391116,val,0.00018147095,1.0,gumbel_soft
60,0.0008391116,test,0.0005930961,0.999916394950255,gumbel_soft
61,0.0006479663,train,0.00038972026,0.999979235449241,gumbel_soft
61,0.0006479663,val,0.00059354224,0.9999070459193159,gumbel_soft
61,0.0006479663,test,0.00033772367,1.0,gumbel_soft
62,0.00087998266,train,0.0005921569,0.9999688531738616,gumbel_soft
62,0.00087998266,val,0.00034964248,1.0,gumbel_soft
62,0.00087998266,test,0.0002790265,1.0,gumbel_soft
63,0.00039182664,train,0.0006259439,0.9999480886231027,gumbel_soft
63,0.00039182664,val,0.00029336996,1.0,gumbel_soft
63,0.00039182664,test,0.0002079206,1.0,gumbel_soft
64,0.0013937356,train,0.00070432667,0.9998857949708259,gumbel_soft
64,0.0013937356,val,0.00054343656,1.0,gumbel_soft
64,0.0013937356,test,0.00028192645,1.0,gumbel_soft
65,0.00038144542,train,0.0010119714,0.9998027367677901,gumbel_soft
65,0.00038144542,val,0.0003724819,1.0,gumbel_soft
65,0.00038144542,test,0.00025200594,1.0,gumbel_soft
66,0.002057564,train,0.00035798366,1.0,gumbel_soft
66,0.002057564,val,0.00032754714,1.0,gumbel_soft
66,0.002057564,test,0.00042997,1.0,gumbel_soft
67,0.00043219185,train,0.00026691984,1.0,gumbel_soft
67,0.00043219185,val,0.0002599136,1.0,gumbel_soft
67,0.00043219185,test,0.00028084547,1.0,gumbel_soft
68,0.0002237385,train,0.0005089927,0.9999584708984821,gumbel_soft
68,0.0002237385,val,0.0002027754,1.0,gumbel_soft
68,0.0002237385,test,0.0002932918,1.0,gumbel_soft
69,0.0003051325,train,0.0005524182,0.9999169417969642,gumbel_soft
69,0.0003051325,val,0.0010808628,0.9999070459193159,gumbel_soft
69,0.0003051325,test,0.00025540046,1.0,gumbel_soft
70,0.0003510501,train,0.0006010325,0.9997923544924106,gumbel_soft
70,0.0003510501,val,0.00018947491,1.0,gumbel_soft
70,0.0003510501,test,0.00021644786,1.0,gumbel_soft
71,0.00035248246,train,0.00056060316,0.9999584708984821,gumbel_soft
71,0.00035248246,val,0.00020882778,1.0,gumbel_soft
71,0.00035248246,test,0.00021095194,1.0,gumbel_soft
72,0.000864222,train,0.0002750061,0.9999896177246206,gumbel_soft
72,0.000864222,val,0.00025596746,1.0,gumbel_soft
72,0.000864222,test,0.0010922288,0.999916394950255,gumbel_soft
73,0.00024546916,train,0.00046013918,0.999979235449241,gumbel_soft
73,0.00024546916,val,0.0005238834,1.0,gumbel_soft
73,0.00024546916,test,0.00022014703,1.0,gumbel_soft
74,0.0008282909,train,0.00058153126,0.9999169417969642,gumbel_soft
74,0.0008282909,val,0.00021755001,1.0,gumbel_soft
74,0.0008282909,test,0.00022933086,1.0,gumbel_soft
75,0.00033351782,train,0.00022488755,1.0,gumbel_soft
75,0.00033351782,val,0.00021754479,1.0,gumbel_soft
75,0.00033351782,test,0.00017813587,1.0,gumbel_soft
76,0.00020020308,train,0.0001873339,1.0,gumbel_soft
76,0.00020020308,val,0.00017903092,1.0,gumbel_soft
76,0.00020020308,test,0.00017082319,1.0,gumbel_soft
77,0.0001868315,train,0.0011699061,0.999626238086339,gumbel_soft
77,0.0001868315,val,0.00017497024,1.0,gumbel_soft
77,0.0001868315,test,0.00019989026,1.0,gumbel_soft
78,0.00021917958,train,0.00051613804,0.999979235449241,gumbel_soft
78,0.00021917958,val,0.00017378532,1.0,gumbel_soft
78,0.00021917958,test,0.00016299018,1.0,gumbel_soft
79,0.004547034,train,0.00027221808,1.0,gumbel_soft
79,0.004547034,val,0.0002748453,1.0,gumbel_soft
79,0.004547034,test,0.00030349713,1.0,gumbel_soft
80,0.0007198843,train,0.00024517337,1.0,gumbel_soft
80,0.0007198843,val,0.0009234965,0.9999070459193159,gumbel_soft
80,0.0007198843,test,0.00022151315,1.0,gumbel_soft
81,0.00069889345,train,0.00021573054,1.0,gumbel_soft
81,0.00069889345,val,0.00016561791,1.0,gumbel_soft
81,0.00069889345,test,0.00017952887,1.0,gumbel_soft
82,0.0001715121,train,0.00021964732,1.0,gumbel_soft
82,0.0001715121,val,0.00017733741,1.0,gumbel_soft
82,0.0001715121,test,0.0001638716,1.0,gumbel_soft
83,0.00045468548,train,0.0002239497,0.999979235449241,gumbel_soft
83,0.00045468548,val,0.00013642003,1.0,gumbel_soft
83,0.00045468548,test,0.00015839734,1.0,gumbel_soft
84,0.00014714732,train,0.00030497627,0.9999896177246206,gumbel_soft
84,0.00014714732,val,0.00014290946,1.0,gumbel_soft
84,0.00014714732,test,0.00014333366,1.0,gumbel_soft
85,0.000171907,train,0.0003865228,0.9999377063477232,gumbel_soft
85,0.000171907,val,0.002177085,0.9999070459193159,gumbel_soft
85,0.000171907,test,0.00014441345,1.0,gumbel_soft
86,0.00023273895,train,0.00016062787,1.0,gumbel_soft
86,0.00023273895,val,0.00012776649,1.0,gumbel_soft
86,0.00023273895,test,0.00012597522,1.0,gumbel_soft
87,0.00040554293,train,0.00018242904,0.9999896177246206,gumbel_soft
87,0.00040554293,val,0.00012566369,1.0,gumbel_soft
87,0.00040554293,test,0.00046620198,0.999916394950255,gumbel_soft
88,0.00015055736,train,0.0005940328,0.9998650304200669,gumbel_soft
88,0.00015055736,val,0.004318644,0.9986056887897379,gumbel_soft
88,0.00015055736,test,0.000120798875,1.0,gumbel_soft
89,0.00013942568,train,0.00017379031,0.9999896177246206,gumbel_soft
89,0.00013942568,val,0.00041134463,0.9999070459193159,gumbel_soft
89,0.00013942568,test,0.0001241749,1.0,gumbel_soft
90,0.00022296567,train,0.00021400889,0.9999896177246206,gumbel_soft
90,0.00022296567,val,0.00020986491,1.0,gumbel_soft
90,0.00022296567,test,0.00011197641,1.0,gumbel_soft
91,0.00013282958,train,0.00012409379,1.0,gumbel_soft
91,0.00013282958,val,0.0022836574,0.9999070459193159,gumbel_soft
91,0.00013282958,test,0.00011236656,1.0,gumbel_soft
92,0.0004262831,train,0.00024885734,0.999979235449241,gumbel_soft
92,0.0004262831,val,0.00010733229,1.0,gumbel_soft
92,0.0004262831,test,0.00012313006,1.0,gumbel_soft
93,0.0002885989,train,0.00025914027,0.9999896177246206,gumbel_soft
93,0.0002885989,val,0.00014919344,1.0,gumbel_soft
93,0.0002885989,test,0.0001365903,1.0,gumbel_soft
94,0.00017948804,train,0.00022177889,0.9999896177246206,gumbel_soft
94,0.00017948804,val,0.0017254947,0.9999070459193159,gumbel_soft
94,0.00017948804,test,0.00012310673,1.0,gumbel_soft
95,0.00048407828,train,0.0001914704,1.0,gumbel_soft
95,0.00048407828,val,0.00011375697,1.0,gumbel_soft
95,0.00048407828,test,0.00012108413,1.0,gumbel_soft
96,0.0002596954,train,0.00031251446,0.9999480886231027,gumbel_soft
96,0.0002596954,val,0.0001121137,1.0,gumbel_soft
96,0.0002596954,test,0.00012306502,1.0,gumbel_soft
97,0.0009126963,train,0.00021430259,0.9999896177246206,gumbel_soft
97,0.0009126963,val,0.00014041801,1.0,gumbel_soft
97,0.0009126963,test,0.0001449885,1.0,gumbel_soft
98,0.0002677254,train,0.0003091015,0.9999688531738616,gumbel_soft
98,0.0002677254,val,0.00012167604,1.0,gumbel_soft
98,0.0002677254,test,0.00012569138,1.0,gumbel_soft
99,0.0005725768,train,0.0003726981,0.9999896177246206,gumbel_soft
99,0.0005725768,val,9.579508e-05,1.0,gumbel_soft
99,0.0005725768,test,0.00010035105,1.0,gumbel_soft
100,0.00011895393,train,0.0002482177,0.999979235449241,gumbel_soft
100,0.00011895393,val,9.046513e-05,1.0,gumbel_soft
100,0.00011895393,test,9.435755e-05,1.0,gumbel_soft
101,9.038132e-05,train,0.00017674748,0.9999688531738616,gumbel_soft
101,9.038132e-05,val,8.948007e-05,1.0,gumbel_soft
101,9.038132e-05,test,8.5319e-05,1.0,gumbel_soft
102,0.00012527773,train,0.0004050269,0.9999896177246206,gumbel_soft
102,0.00012527773,val,8.795043e-05,1.0,gumbel_soft
102,0.00012527773,test,8.9119516e-05,1.0,gumbel_soft
103,0.0003609398,train,9.124008e-05,1.0,gumbel_soft
103,0.0003609398,val,9.531119e-05,1.0,gumbel_soft
103,0.0003609398,test,8.895355e-05,1.0,gumbel_soft
104,0.00018043061,train,0.00013415754,0.9999896177246206,gumbel_soft
104,0.00018043061,val,9.632521e-05,1.0,gumbel_soft
104,0.00018043061,test,9.717462e-05,1.0,gumbel_soft
105,8.8362016e-05,train,0.00025834984,0.999979235449241,gumbel_soft
105,8.8362016e-05,val,0.0007514976,0.9998140918386317,gumbel_soft
105,8.8362016e-05,test,8.396129e-05,1.0,gumbel_soft
106,0.0007945204,train,9.1720896e-05,1.0,gumbel_soft
106,0.0007945204,val,9.877743e-05,1.0,gumbel_soft
106,0.0007945204,test,9.280302e-05,1.0,gumbel_soft
107,0.0015804414,train,0.00028939513,0.9999896177246206,gumbel_soft
107,0.0015804414,val,0.00010728353,1.0,gumbel_soft
107,0.0015804414,test,0.00010462084,1.0,gumbel_soft
108,0.0004097332,train,0.00010779206,1.0,gumbel_soft
108,0.0004097332,val,9.100552e-05,1.0,gumbel_soft
108,0.0004097332,test,9.066899e-05,1.0,gumbel_soft
109,0.00022963512,train,0.00014400382,1.0,gumbel_soft
109,0.00022963512,val,8.5707856e-05,1.0,gumbel_soft
109,0.00022963512,test,8.138568e-05,1.0,gumbel_soft
110,0.00017245198,train,9.8896795e-05,1.0,gumbel_soft
110,0.00017245198,val,7.884517e-05,1.0,gumbel_soft
110,0.00017245198,test,7.582261e-05,1.0,gumbel_soft
111,9.0525784e-05,train,7.632058e-05,1.0,gumbel_soft
111,9.0525784e-05,val,7.643468e-05,1.0,gumbel_soft
111,9.0525784e-05,test,7.643315e-05,1.0,gumbel_soft
112,9.154386e-05,train,7.634614e-05,1.0,gumbel_soft
112,9.154386e-05,val,7.132686e-05,1.0,gumbel_soft
112,9.154386e-05,test,7.56515e-05,1.0,gumbel_soft
113,7.018208e-05,train,7.016324e-05,1.0,gumbel_soft
113,7.018208e-05,val,6.312827e-05,1.0,gumbel_soft
113,7.018208e-05,test,6.7892375e-05,1.0,gumbel_soft
114,6.781717e-05,train,0.00014307286,0.9999896177246206,gumbel_soft
114,6.781717e-05,val,6.210962e-05,1.0,gumbel_soft
114,6.781717e-05,test,6.61812e-05,1.0,gumbel_soft
115,0.00019349933,train,0.00010532463,0.9999896177246206,gumbel_soft
115,0.00019349933,val,6.290905e-05,1.0,gumbel_soft
115,0.00019349933,test,6.209164e-05,1.0,gumbel_soft
116,6.258941e-05,train,6.246955e-05,1.0,gumbel_soft
116,6.258941e-05,val,0.001668172,0.9999070459193159,gumbel_soft
116,6.258941e-05,test,6.175105e-05,1.0,gumbel_soft
117,6.0178747e-05,train,0.001700085,0.9994601216802674,gumbel_soft
117,6.0178747e-05,val,0.00040463248,0.9999070459193159,gumbel_soft
117,6.0178747e-05,test,5.9282705e-05,1.0,gumbel_soft
118,5.683219e-05,train,5.5069177e-05,1.0,gumbel_soft
118,5.683219e-05,val,5.4001866e-05,1.0,gumbel_soft
118,5.683219e-05,test,5.338287e-05,1.0,gumbel_soft
119,9.086709e-05,train,0.00016921022,0.9999896177246206,gumbel_soft
119,9.086709e-05,val,5.786243e-05,1.0,gumbel_soft
119,9.086709e-05,test,5.7398294e-05,1.0,gumbel_soft
120,5.8606343e-05,train,5.6996676e-05,1.0,gumbel_soft
120,5.8606343e-05,val,5.6127214e-05,1.0,gumbel_soft
120,5.8606343e-05,test,5.6754983e-05,1.0,gumbel_soft
121,0.00011741268,train,0.00015951048,0.9999896177246206,gumbel_soft
121,0.00011741268,val,5.3612905e-05,1.0,gumbel_soft
121,0.00011741268,test,5.522371e-05,1.0,gumbel_soft
122,0.00017480411,train,5.4566088e-05,1.0,gumbel_soft
122,0.00017480411,val,5.3590047e-05,1.0,gumbel_soft
122,0.00017480411,test,5.3107073e-05,1.0,gumbel_soft
123,0.0001279456,train,0.00036502356,0.999979235449241,gumbel_soft
123,0.0001279456,val,5.224191e-05,1.0,gumbel_soft
123,0.0001279456,test,5.1712315e-05,1.0,gumbel_soft
124,6.511977e-05,train,5.1312432e-05,1.0,gumbel_soft
124,6.511977e-05,val,4.975294e-05,1.0,gumbel_soft
124,6.511977e-05,test,0.0016400043,0.999749184850765,gumbel_soft
125,5.104329e-05,train,4.9463233e-05,1.0,gumbel_soft
125,5.104329e-05,val,4.8795213e-05,1.0,gumbel_soft
125,5.104329e-05,test,4.7104546e-05,1.0,gumbel_soft
126,0.00063784595,train,0.0009989509,0.9999273240723437,gumbel_soft
126,0.00063784595,val,4.8917515e-05,1.0,gumbel_soft
126,0.00063784595,test,4.8248516e-05,1.0,gumbel_soft
127,7.61039e-05,train,7.4631505e-05,1.0,gumbel_soft
127,7.61039e-05,val,7.032762e-05,1.0,gumbel_soft
127,7.61039e-05,test,6.9458205e-05,1.0,gumbel_soft
128,5.901824e-05,train,0.00019883786,0.9999896177246206,gumbel_soft
128,5.901824e-05,val,5.258503e-05,1.0,gumbel_soft
128,5.901824e-05,test,4.907797e-05,1.0,gumbel_soft
129,4.79319e-05,train,4.767124e-05,1.0,gumbel_soft
129,4.79319e-05,val,4.41946e-05,1.0,gumbel_soft
129,4.79319e-05,test,4.5541703e-05,1.0,gumbel_soft
130,4.4274235e-05,train,0.00017755564,1.0,gumbel_soft
130,4.4274235e-05,val,4.145861e-05,1.0,gumbel_soft
130,4.4274235e-05,test,4.2452662e-05,1.0,gumbel_soft
131,0.00012504033,train,4.315683e-05,1.0,gumbel_soft
131,0.00012504033,val,4.0002258e-05,1.0,gumbel_soft
131,0.00012504033,test,4.1863645e-05,1.0,gumbel_soft
132,4.195725e-05,train,4.148782e-05,1.0,gumbel_soft
132,4.195725e-05,val,4.03559e-05,1.0,gumbel_soft
132,4.195725e-05,test,3.936671e-05,1.0,gumbel_soft
133,3.91799e-05,train,4.139131e-05,1.0,gumbel_soft
133,3.91799e-05,val,3.8537793e-05,1.0,gumbel_soft
133,3.91799e-05,test,3.8303333e-05,1.0,gumbel_soft
134,3.8826303e-05,train,3.8284423e-05,1.0,gumbel_soft
134,3.8826303e-05,val,3.7288144e-05,1.0,gumbel_soft
134,3.8826303e-05,test,3.6107915e-05,1.0,gumbel_soft
135,0.00031828656,train,5.0243627e-05,1.0,gumbel_soft
135,0.00031828656,val,5.1553623e-05,1.0,gumbel_soft
135,0.00031828656,test,4.5652083e-05,1.0,gumbel_soft
136,4.6580182e-05,train,0.0009579077,0.9998546481446874,gumbel_soft
136,4.6580182e-05,val,0.009270385,0.9979550102249489,gumbel_soft
136,4.6580182e-05,test,4.1247196e-05,1.0,gumbel_soft
137,4.2556207e-05,train,3.922664e-05,1.0,gumbel_soft
137,4.2556207e-05,val,3.8984443e-05,1.0,gumbel_soft
137,4.2556207e-05,test,3.8065784e-05,1.0,gumbel_soft
138,3.7872032e-05,train,3.6859106e-05,1.0,gumbel_soft
138,3.7872032e-05,val,3.6367837e-05,1.0,gumbel_soft
138,3.7872032e-05,test,3.5736317e-05,1.0,gumbel_soft
139,3.625528e-05,train,3.557852e-05,1.0,gumbel_soft
139,3.625528e-05,val,3.5190864e-05,1.0,gumbel_soft
139,3.625528e-05,test,3.478928e-05,1.0,gumbel_soft
140,3.5109293e-05,train,0.0008849848,0.999823501318549,gumbel_soft
140,3.5109293e-05,val,3.3319186e-05,1.0,gumbel_soft
140,3.5109293e-05,test,3.3858247e-05,1.0,gumbel_soft
141,3.37082e-05,train,3.2980493e-05,1.0,gumbel_soft
141,3.37082e-05,val,3.1949123e-05,1.0,gumbel_soft
